OBJECTID *,Shape *,ARCID,UP_CELLS,Shape_Length,LENGTH,START_X,START_Y,MID_X,MID_Y,END_X,END_Y
227,Polyline,644443,153,2405.498827,2405.498827,-146444.2781,3439779.05,-145436.8309,3440165.379,-144651.8656,3440135.065
228,Polyline,644444,837,4618.386592,4618.386592,-76024.9044,3435262.381,-76307.03997,3437441.542,-76197.968,3439450.834
229,Polyline,644445,184,8638.209427,8638.209427,-70249.1918,3434718.763,-73258.37805,3437434.364,-76197.968,3439450.834
230,Polyline,644446,1357,23294.12281,23294.12281,-45064.4275,3453584.982,-49155.79152,3444017.166,-48883.1391,3433826.099
231,Polyline,644447,1656,3459.258285,3459.258285,-46369.5795,3436017.012,-47687.76427,3435076.177,-48883.1391,3433826.099
232,Polyline,644506,1274,10536.88468,10536.88468,-141540.5163,3438551.718,-138753.6745,3442719.557,-135847.6124,3446577.722
233,Polyline,644507,622,612.213068,612.213068,-75650.7882,3434777.776,-75837.8463,3435020.078,-76024.9044,3435262.381
234,Polyline,644508,41523,8255.746226,8255.746226,-58087.0161,3433841.16,-61263.34569,3435865.22,-65148.7426,3436535.439
235,Polyline,644509,41012,399.694116,399.694116,-57687.8712,3433820.214,-57887.44365,3433830.687,-58087.0161,3433841.16
236,Polyline,644510,644,29970.67246,29970.67246,-52674.4656,3456997.721,-60244.44575,3446035.532,-57687.8712,3433820.214
237,Polyline,644580,151,3918.76875,3918.76875,7095.2666,3433633.847,6490.679203,3431895.071,5737.5317,3430219.478
238,Polyline,644581,959,6499.543772,6499.543772,61579.0699,3427772.306,58806.11116,3428837.556,56491.1448,3430299.542
239,Polyline,644582,206,6138.196856,6138.196856,63990.5023,3433000.496,62490.58049,3430509.639,61579.0699,3427772.306
240,Polyline,644583,343,11578.33733,11578.33733,85894.1189,3426567.072,87609.83782,3431731.029,90663.1614,3436338.556
241,Polyline,644698,113,2605.187206,2605.187206,-40291.1293,3433617.962,-41190.79138,3432675.965,-41793.945,3431606.275
242,Polyline,644699,346,8368.419115,8368.419115,12729.5926,3430128.752,9125.443143,3429331.728,5737.5317,3430219.478
243,Polyline,644700,531,13068.48264,13068.48264,91440.7748,3425426.668,93788.41013,3430829.696,95859.1733,3436602.391
244,Polyline,644777,10984,3080.595729,3080.595729,-109695.0435,3434817.788,-108920.028,3436054.525,-108737.0513,3437550.724
245,Polyline,644778,164,4312.116762,4312.116762,-79144.9765,3433110.134,-77345.1606,3433889.285,-76024.9044,3435262.381
246,Polyline,644779,794,1810.963646,1810.963646,-40220.8905,3431062.251,-41084.34678,3431186.612,-41793.945,3431606.275
247,Polyline,644780,114,1993.262494,1993.262494,-39140.8985,3432631.528,-39829.16354,3431910.719,-40220.8905,3431062.251
248,Polyline,644781,1523,6385.535702,6385.535702,-11639.3628,3434751.376,-10135.24616,3432335.877,-9090.9532,3429527.44
249,Polyline,644782,198,6444.032019,6444.032019,-6088.4045,3433789.86,-6376.86073,3430629.21,-9090.9532,3429527.44
250,Polyline,644783,580,3281.874562,3281.874562,63914.9532,3426286.639,62442.88223,3426683.109,61579.0699,3427772.306
251,Polyline,644784,187,6787.284882,6787.284882,68651.4374,3429799.379,66188.87262,3428273.368,63914.9532,3426286.639
252,Polyline,644785,309,13999.29808,13999.29808,75836.7503,3429741.976,69943.51601,3428357.505,63914.9532,3426286.639
253,Polyline,644852,713,2469.259307,2469.259307,-141280.829,3436211.269,-141206.4689,3437443.657,-141540.5163,3438551.718
254,Polyline,644853,930,13477.81692,13477.81692,35574.7786,3427021.578,40543.33695,3431015.823,40821.69,3437452.245
255,Polyline,644926,137,1825.571504,1825.571504,-122277.0601,3435546.763,-121487.8868,3435263.494,-120933.0753,3434538.676
256,Polyline,644927,144,3830.192283,3830.192283,-60440.8562,3430947.705,-59115.71319,3432330.307,-58087.0161,3433841.16
257,Polyline,644928,117,2697.254086,2697.254086,-36147.7696,3432480.198,-36215.66357,3431133.281,-36675.2399,3429954.832
258,Polyline,644929,395,16896.75356,16896.75356,52508.8857,3425833.22,48729.68434,3432315.052,46898.1124,3439507.803
259,Polyline,644987,113,1319.22508,1319.22508,-121972.4156,3433902.269,-121513.1887,3434375.766,-120933.0753,3434538.676
260,Polyline,644988,109,1399.717402,1399.717402,-77223.896,3431612.668,-76525.06215,3431574.807,-75826.2283,3431536.946
261,Polyline,644989,278,3245.57529,3245.57529,-75826.2283,3431536.946,-75738.50825,3433157.361,-75650.7882,3434777.776
262,Polyline,644990,667,4446.26603,4446.26603,-36675.2399,3429954.832,-38240.89289,3430488.444,-40220.8905,3431062.251
263,Polyline,644991,380,611.960825,611.960825,-36299.3811,3429471.897,-36487.3105,3429713.365,-36675.2399,3429954.832
264,Polyline,644992,162,6778.678166,6778.678166,-33061.8836,3434180.934,-33713.16261,3431305.731,-36299.3811,3429471.897
265,Polyline,644993,1980,15622.0821,15622.0821,50295.3941,3425463.114,46564.88866,3431703.873,46898.1124,3439507.803
266,Polyline,645057,311,1476.81,1476.81,-120933.0753,3434538.676,-120327.9645,3434246.797,-120188.1211,3433565.718
267,Polyline,645058,203,6683.395381,6683.395381,-114009.1824,3432974.969,-111684.7563,3435375.799,-109535.6465,3437596.521
268,Polyline,645059,171,7345.617407,7345.617407,-43483.6359,3433780.706,-46005.78631,3432749.772,-46303.3753,3429516.527
269,Polyline,645060,1032,5709.350391,5709.350391,-41793.945,3431606.275,-44017.33608,3430791.639,-46303.3753,3429516.527
270,Polyline,645061,128,2433.274436,2433.274436,37309.6833,3425555.795,36328.5674,3426066.587,35574.7786,3427021.578
271,Polyline,645124,103,600.419295,600.419295,-131602.4492,3433772.451,-131302.7667,3433754.668,-131003.0842,3433736.885
272,Polyline,645125,180,3016.213588,3016.213588,-130824.4337,3436747.803,-130913.759,3435242.344,-131003.0842,3433736.885
273,Polyline,645126,2506,1012.89952,1012.89952,-120188.1211,3433565.718,-119723.9981,3433458.077,-119416.058,3433056.002
274,Polyline,645127,6824,3714.485667,3714.485667,-112224.7705,3432639.812,-111178.0914,3433973.618,-109695.0435,3434817.788
275,Polyline,645128,129,1382.122976,1382.122976,-75289.7885,3430347.117,-75712.25687,3430894.005,-75826.2283,3431536.946
276,Polyline,645129,40366,5508.893655,5508.893655,-54312.6366,3429466.4,-56000.2539,3431643.307,-57687.8712,3433820.214
277,Polyline,645130,601,15665.04426,15665.04426,-54108.1075,3441059.407,-51640.20163,3434676.696,-54312.6366,3429466.4
278,Polyline,645131,183,4467.507661,4467.507661,-2651.6607,3430380.682,-2841.022733,3428414.805,-2416.4191,3426891.688
279,Polyline,645132,515,11840.30557,11840.30557,3668.079,3437270.962,2565.780658,3431708.726,776.474,3426741.575
280,Polyline,645133,594,6490.834341,6490.834341,5737.5317,3430219.478,3132.885668,3428788.804,776.474,3426741.575
281,Polyline,645175,214,2393.041359,2393.041359,-34983.5876,3427781.769,-35533.56285,3428784.271,-36299.3811,3429471.897
282,Polyline,645176,1470,2210.013343,2210.013343,-442.5854,3426335.075,-1546.371207,3426387.004,-2416.4191,3426891.688
283,Polyline,645177,1119,1410.804031,1410.804031,776.474,3426741.575,71.846565,3426774.624,-442.5854,3426335.075
284,Polyline,645295,434,7381.512989,7381.512989,29637.0211,3423806.15,32418.53958,3425875.648,35574.7786,3427021.578
285,Polyline,645370,178,9026.065327,9026.065327,-148113.4569,3432672.995,-145706.3966,3435975.81,-144651.8656,3440135.065
286,Polyline,645371,4124,10165.92867,10165.92867,-101942.9621,3430194.982,-105825.8763,3432738.207,-109695.0435,3434817.788
287,Polyline,645372,110,1159.567546,1159.567546,-101877.5128,3431352.701,-101910.2375,3430773.842,-101942.9621,3430194.982
288,Polyline,645373,39541,2448.603586,2448.603586,-52811.5803,3427531.848,-53562.10845,3428499.124,-54312.6366,3429466.4
289,Polyline,645374,111,1822.381446,1822.381446,20489.1007,3424908.994,21280.7054,3424636.967,21844.3762,3423921.045
290,Polyline,645375,138,2751.998575,2751.998575,23733.3981,3425922.318,22788.88715,3424921.681,21844.3762,3423921.045
291,Polyline,645376,855,4067.474161,4067.474161,48183.1414,3422772.441,49315.01306,3424265.811,50295.3941,3425463.114
292,Polyline,645429,341,9482.771378,9482.771378,-71420.3084,3427817.276,-72904.61498,3431717.82,-75650.7882,3434777.776
293,Polyline,645430,100,917.776967,917.776967,-13470.6551,3425795.515,-13187.94535,3425434.054,-12905.2356,3425072.594
294,Polyline,645431,1868,6722.786363,6722.786363,-9090.9532,3429527.44,-10515.10295,3426709.593,-12905.2356,3425072.594
295,Polyline,645432,169,4031.014635,4031.014635,42436.7323,3423944.228,44065.09787,3423103.698,45769.2179,3422411.635
296,Polyline,645433,355,2608.470404,2608.470404,45769.2179,3422411.635,47072.27601,3422356.236,48183.1414,3422772.441
297,Polyline,645504,325,3528.28381,3528.28381,-131003.0842,3433736.885,-130240.934,3432240.816,-129169.4811,3430839.322
298,Polyline,645505,368,3230.108421,3230.108421,-120776.6901,3430346.817,-120244.3298,3431766.433,-119416.058,3433056.002
299,Polyline,645506,2971,6503.019639,6503.019639,-119416.058,3433056.002,-117438.4197,3430475.06,-114782.2618,3429999.129
300,Polyline,645507,4482,3927.61145,3927.61145,-114782.2618,3429999.129,-113294.8372,3431099.162,-112224.7705,3432639.812
301,Polyline,645508,174,3305.267433,3305.267433,67419.9192,3424059.241,67681.23729,3422515.085,68095.987,3421020.995
302,Polyline,645509,577,17938.4254,17938.4254,83094.3593,3421350.608,75593.08161,3423735.64,68095.987,3421020.995
303,Polyline,645578,2186,11647.52575,11647.52575,-129169.4811,3430839.322,-124134.6444,3430367.984,-120188.1211,3433565.718
304,Polyline,645579,35687,1836.53614,1836.53614,-51685.4039,3426081.127,-52248.4921,3426806.488,-52811.5803,3427531.848
305,Polyline,645580,3143,9319.398669,9319.398669,-48883.1391,3433826.099,-49891.1639,3429807.216,-51685.4039,3426081.127
306,Polyline,645581,296,7424.106354,7424.106354,5205.0767,3423057.543,2313.856669,3424815.016,-442.5854,3426335.075
307,Polyline,645582,666,7350.788427,7350.788427,55307.7305,3421083.096,52270.15086,3422482.036,50295.3941,3425463.114
308,Polyline,645583,164,4306.057258,4306.057258,58396.4469,3423271.157,56734.88428,3422162.427,55307.7305,3421083.096
309,Polyline,645584,207,2682.911421,2682.911421,96622.6937,3419904.415,97768.89803,3420324.162,98400.5047,3419374.354
310,Polyline,645585,335,8385.710237,8385.710237,109574.4465,3424515.056,107298.6898,3422348.068,109570.7247,3418959.906
311,Polyline,645586,179,5755.439373,5755.439373,114166.6244,3419024.243,111861.9736,3420265.124,109570.7247,3418959.906
312,Polyline,645651,1617,19022.07942,19022.07942,-138817.6681,3430483.881,-137925.7535,3438663.002,-135847.6124,3446577.722
313,Polyline,645652,3794,2850.668464,2850.668464,-100049.6433,3428229.939,-101074.1161,3429065.078,-101942.9621,3430194.982
314,Polyline,645653,394,462.886963,462.886963,55288.4561,3420620.611,55298.0933,3420851.853,55307.7305,3421083.096
315,Polyline,645654,768,1074.130846,1074.130846,68095.987,3421020.995,68123.45745,3420500.427,68457.597,3420079.963
316,Polyline,645736,1078,1392.052303,1392.052303,-129251.5635,3429449.692,-129210.5223,3430144.507,-129169.4811,3430839.322
317,Polyline,645737,3440,1012.849009,1012.849009,-99276.4937,3427721.893,-99585.29327,3428123.276,-100049.6433,3428229.939
318,Polyline,645738,162,6867.104144,6867.104144,-94847.8722,3431654.324,-97779.7574,3430579.993,-99276.4937,3427721.893
319,Polyline,645739,32460,1224.397061,1224.397061,-50934.4369,3425114.071,-51309.9204,3425597.599,-51685.4039,3426081.127
320,Polyline,645740,980,1809.437246,1809.437246,70035.1469,3419553.103,69321.63382,3419964.763,68457.597,3420079.963
321,Polyline,645741,135,4281.184917,4281.184917,73445.5962,3419879.442,71436.14874,3420220.213,70035.1469,3419553.103
322,Polyline,645742,489,3617.600868,3617.600868,98400.5047,3419374.354,100208.0324,3419306.51,101557.564,3418330.056
323,Polyline,645800,30946,612.210446,612.210446,-50558.8985,3424630.571,-50746.6677,3424872.321,-50934.4369,3425114.071
324,Polyline,645801,1281,7840.833608,7840.833608,-46303.3753,3429516.527,-48815.93549,3427367.525,-50558.8985,3424630.571
325,Polyline,645802,1396,20407.47676,20407.47676,-25440.1447,3438672.416,-30147.42039,3431098.711,-29389.9322,3423558.909
326,Polyline,645803,311,12851.3974,12851.3974,-21935.8835,3432700.962,-25949.1743,3428380.155,-29389.9322,3423558.909
327,Polyline,645804,116,2991.70745,2991.70745,44463.4462,3419918.824,44744.64841,3421321.756,45769.2179,3422411.635
328,Polyline,645805,226,4428.682813,4428.682813,94557.752,3418130.552,96510.92283,3418675.405,98400.5047,3419374.354
329,Polyline,645889,116,2574.17221,2574.17221,-140114.3164,3428934.458,-139956.2689,3430183.502,-138817.6681,3430483.881
330,Polyline,645968,255,8699.911479,8699.911479,-144540.3751,3428736.232,-142836.383,3432440.898,-141280.829,3436211.269
331,Polyline,645969,3263,1837.911264,1837.911264,-98155.6086,3426265.344,-98716.05115,3426993.618,-99276.4937,3427721.893
332,Polyline,645970,154,3914.776612,3914.776612,-95428.5201,3428435.245,-96886.23672,3427455.63,-98155.6086,3426265.344
333,Polyline,645971,303,4001.653406,4001.653406,21844.3762,3423921.045,21362.23292,3422088.515,20879.9774,3420256.061
334,Polyline,645972,151,2622.032083,2622.032083,23117.1881,3421082.925,21998.59873,3420669.443,20879.9774,3420256.061
335,Polyline,645973,459,5393.37538,5393.37538,51219.7974,3418937.679,49701.19903,3420854.895,48183.1414,3422772.441
336,Polyline,646026,131,4000.780041,4000.780041,-120779.1823,3426861.39,-120484.6869,3428475.141,-120776.6901,3430346.817
337,Polyline,646027,29663,1836.679036,1836.679036,-49432.0642,3423180.18,-49995.48135,3423905.375,-50558.8985,3424630.571
338,Polyline,646028,172,2624.429072,2624.429072,-47187.3608,3423992.987,-48401.89366,3423818.661,-49432.0642,3423180.18
339,Polyline,646029,745,6437.253628,6437.253628,101557.564,3418330.056,104316.1418,3417301.619,107075.119,3416273.771
340,Polyline,646030,424,12794.03718,12794.03718,101261.8215,3426443.45,104487.7614,3421440.797,107075.119,3416273.771
341,Polyline,646145,341,15252.2248,15252.2248,-150623.1059,3427710.677,-146094.3047,3433007.167,-141540.5163,3438551.718
342,Polyline,646146,114,3611.760201,3611.760201,-129429.3058,3426438.823,-129753.3651,3428109.807,-129251.5635,3429449.692
343,Polyline,646147,2234,7702.633391,7702.633391,-111424.8052,3425623.996,-112328.2947,3429047.86,-112224.7705,3432639.812
344,Polyline,646148,110,600.623267,600.623267,-110825.1651,3425589.644,-111124.9852,3425606.82,-111424.8052,3425623.996
345,Polyline,646149,146,4000.543349,4000.543349,99449.9948,3415399.43,100068.0101,3417172.843,101557.564,3418330.056
346,Polyline,646208,2412,2850.983154,2850.983154,-96260.8586,3424301.196,-97286.02155,3425135.811,-98155.6086,3426265.344
347,Polyline,646209,141,4676.344219,4676.344219,-92708.8783,3426890.18,-94636.91257,3425983.412,-96260.8586,3424301.196
348,Polyline,646210,137,1400.394188,1400.394188,-56096.3415,3422132.966,-55397.0901,3422096.586,-54697.8387,3422060.207
349,Polyline,646211,3827,6156.916346,6156.916346,-54697.8387,3422060.207,-54538.02917,3425134.515,-52811.5803,3427531.848
350,Polyline,646212,155,4751.684741,4751.684741,53727.4028,3416747.749,54257.56857,3418638.296,55288.4561,3420620.611
351,Polyline,646213,1824,4148.173646,4148.173646,68457.597,3420079.963,67587.59377,3418336.634,67110.516,3416428.865
352,Polyline,646214,101,599.27289,599.27289,67709.2985,3416404.626,67409.90725,3416416.745,67110.516,3416428.865
353,Polyline,646266,180,6880.731136,6880.731136,-122286.4622,3425090.223,-122497.0877,3428106.637,-120776.6901,3430346.817
354,Polyline,646267,149,3907.890799,3907.890799,48527.4815,3416734.508,49969.37418,3417731.926,51219.7974,3418937.679
355,Polyline,646268,234,5093.8756,5093.8756,56303.2069,3416177.214,56101.31556,3418621.91,55288.4561,3420620.611
356,Polyline,646269,108,1316.658871,1316.658871,66121.9283,3416700.562,66531.55113,3416185.192,67091.7843,3415966.419
357,Polyline,646270,1929,462.825215,462.825215,67110.516,3416428.865,67101.15015,3416197.642,67091.7843,3415966.419
358,Polyline,646347,2247,927.568682,927.568682,-96312.6008,3423375.072,-96286.7297,3423838.134,-96260.8586,3424301.196
359,Polyline,646348,192,7460.463611,7460.463611,-90826.3038,3424695.613,-93653.12908,3425257.156,-96312.6008,3423375.072
360,Polyline,646349,300,8858.906107,8858.906107,-85873.6789,3430924.343,-85174.74693,3426794.026,-85120.0201,3422755.726
361,Polyline,646350,166,3216.153637,3216.153637,11486.6064,3420449.984,10483.96022,3419277.296,11170.5167,3417914.629
362,Polyline,646351,736,10865.54378,10865.54378,20879.9774,3420256.061,15834.78573,3419556.583,11170.5167,3417914.629
363,Polyline,646394,951,5384.763971,5384.763971,-127525.4647,3424699.833,-128543.3866,3427027.305,-129251.5635,3429449.692
364,Polyline,646395,304,6865.647664,6865.647664,-79349.4402,3421976.669,-81884.53864,3423057.01,-85120.0201,3422755.726
365,Polyline,646457,827,20848.54779,20848.54779,87658.4075,3415384.788,78379.76198,3415052.088,70035.1469,3419553.103
366,Polyline,646588,278,9490.253884,9490.253884,-105825.5138,3421820.078,-102283.8745,3424610.011,-100049.6433,3428229.939
367,Polyline,646589,418,14412.07302,14412.07302,-19312.3227,3429093.596,-22585.62206,3423531.66,-19276.4861,3417495.722
368,Polyline,646590,2132,11110.96027,11110.96027,-12905.2356,3425072.594,-16387.07669,3421410.523,-19276.4861,3417495.722
369,Polyline,646591,624,7830.357804,7830.357804,109570.7247,3418959.906,110641.1034,3415448.722,111712.373,3411937.95
370,Polyline,646592,135,4011.562673,4011.562673,114398.6802,3414386.784,112881.5649,3413284.327,111712.373,3411937.95
371,Polyline,646657,2027,15615.26246,15615.26246,-29389.9322,3423558.909,-28872.41947,3417966.472,-36481.7557,3417881.452
372,Polyline,646658,1380,7161.524529,7161.524529,107075.119,3416273.771,109031.0937,3413424.392,111695.5981,3411475.64
373,Polyline,646659,764,462.614638,462.614638,111712.373,3411937.95,111703.9856,3411706.795,111695.5981,3411475.64
374,Polyline,646717,298,16503.49429,16503.49429,-25675.6808,3421751.596,-28475.22924,3417019.861,-36481.7557,3417881.452
375,Polyline,646781,29470,13374.08639,13374.08639,-39325.8832,3417096.565,-45110.04652,3418317.985,-49432.0642,3423180.18
376,Polyline,646782,2354,3225.296573,3225.296573,-36481.7557,3417881.452,-37903.79736,3417488.929,-39325.8832,3417096.565
377,Polyline,646783,2561,1687.510409,1687.510409,-19276.4861,3417495.722,-18910.6229,3416782.191,-19343.9117,3416107.481
378,Polyline,646863,671,8336.895804,8336.895804,-102118.1398,3419984.501,-99570.5895,3422619.922,-98155.6086,3426265.344
